id,department,program,semester,section
S_SE_BS_07B030,SE,BS,7,7B
S_SE_BS_07B031,SE,BS,7,7B
S_SE_BS_07B032,SE,BS,7,7B
S_SE_BS_07B033,SE,BS,7,7B
S_SE_BS_07B034,SE,BS,7,7B
S_SE_BS_07B035,SE,BS,7,7B
S_SE_BS_07B036,SE,BS,7,7B
S_SE_BS_07B037,SE,BS,7,7B
S_SE_BS_07B038,SE,BS,7,7B
S_SE_BS_07B039,SE,BS,7,7B
S_SE_BS_07B040,SE,BS,7,7B
S_SE_BS_07B041,SE,BS,7,7B
S_SE_BS_07C001,SE,BS,7,7C
S_SE_BS_07C002,SE,BS,7,7C
S_SE_BS_07C003,SE,BS,7,7C
S_SE_BS_07C004,SE,BS,7,7C
S_SE_BS_07C005,SE,BS,7,7C
S_SE_BS_07C006,SE,BS,7,7C
S_SE_BS_07C007,SE,BS,7,7C
S_SE_BS_07C008,SE,BS,7,7C
S_SE_BS_07C009,SE,BS,7,7C
S_SE_BS_07C010,SE,BS,7,7C
S_SE_BS_07C011,SE,BS,7,7C
S_SE_BS_07C012,SE,BS,7,7C
S_SE_BS_07C013,SE,BS,7,7C
S_SE_BS_07C014,SE,BS,7,7C
S_SE_BS_07C015,SE,BS,7,7C
S_SE_BS_07C016,SE,BS,7,7C
S_SE_BS_07C017,SE,BS,7,7C
S_SE_BS_07C018,SE,BS,7,7C
S_SE_BS_07C019,SE,BS,7,7C
S_SE_BS_07C020,SE,BS,7,7C
S_SE_BS_07C021,SE,BS,7,7C
S_SE_BS_07C022,SE,BS,7,7C
S_SE_BS_07C023,SE,BS,7,7C
S_SE_BS_07C024,SE,BS,7,7C
S_SE_BS_07C025,SE,BS,7,7C
S_SE_BS_07C026,SE,BS,7,7C
S_SE_BS_07C027,SE,BS,7,7C
S_SE_BS_07C028,SE,BS,7,7C
S_SE_BS_07C029,SE,BS,7,7C
S_SE_BS_07C030,SE,BS,7,7C
S_SE_BS_07C031,SE,BS,7,7C
S_SE_BS_07C032,SE,BS,7,7C
S_SE_BS_07C033,SE,BS,7,7C
S_SE_BS_07C034,SE,BS,7,7C
S_SE_BS_07C035,SE,BS,7,7C
S_SE_BS_07C036,SE,BS,7,7C
S_SE_BS_07C037,SE,BS,7,7C
S_SE_BS_07C038,SE,BS,7,7C
S_SE_BS_07C039,SE,BS,7,7C
S_SE_BS_07C040,SE,BS,7,7C
S_SE_BS_07C041,SE,BS,7,7C
S_SE_BS_07C042,SE,BS,7,7C
S_SE_BS_07C043,SE,BS,7,7C
S_SE_BS_07C044,SE,BS,7,7C
S_SE_BS_07C045,SE,BS,7,7C
S_SE_BS_07C046,SE,BS,7,7C
S_SE_BS_07C047,SE,BS,7,7C
S_SE_BS_08A001,SE,BS,8,8A
S_SE_BS_08A002,SE,BS,8,8A
S_SE_BS_08A003,SE,BS,8,8A
S_SE_BS_08A004,SE,BS,8,8A
S_SE_BS_08A005,SE,BS,8,8A
S_SE_BS_08A006,SE,BS,8,8A
S_SE_BS_08A007,SE,BS,8,8A
S_SE_BS_08A008,SE,BS,8,8A
S_SE_BS_08A009,SE,BS,8,8A
S_SE_BS_08A010,SE,BS,8,8A
S_SE_BS_08A011,SE,BS,8,8A
S_SE_BS_08A012,SE,BS,8,8A
S_SE_BS_08A013,SE,BS,8,8A
S_SE_BS_08A014,SE,BS,8,8A
S_SE_BS_08A015,SE,BS,8,8A
S_SE_BS_08A016,SE,BS,8,8A
S_SE_BS_08A017,SE,BS,8,8A
S_SE_BS_08A018,SE,BS,8,8A
S_SE_BS_08A019,SE,BS,8,8A
S_SE_BS_08A020,SE,BS,8,8A
S_SE_BS_08A021,SE,BS,8,8A
S_SE_BS_08A022,SE,BS,8,8A
S_SE_BS_08A023,SE,BS,8,8A
S_SE_BS_08A024,SE,BS,8,8A
S_SE_BS_08A025,SE,BS,8,8A
S_SE_BS_08A026,SE,BS,8,8A
S_SE_BS_08A027,SE,BS,8,8A
S_SE_BS_08A028,SE,BS,8,8A
S_SE_BS_08A029,SE,BS,8,8A
S_SE_BS_08A030,SE,BS,8,8A
S_SE_BS_08A031,SE,BS,8,8A
S_SE_BS_08A032,SE,BS,8,8A
S_SE_BS_08A033,SE,BS,8,8A
S_SE_BS_08A034,SE,BS,8,8A
S_SE_BS_08A035,SE,BS,8,8A
S_SE_BS_08A036,SE,BS,8,8A
S_SE_BS_08A037,SE,BS,8,8A
S_SE_BS_08A038,SE,BS,8,8A
S_SE_BS_08A039,SE,BS,8,8A
S_SE_BS_08A040,SE,BS,8,8A
S_SE_BS_08A041,SE,BS,8,8A
S_SE_BS_08A042,SE,BS,8,8A
S_SE_BS_08A043,SE,BS,8,8A
S_SE_BS_08A044,SE,BS,8,8A
S_SE_BS_08A045,SE,BS,8,8A
S_SE_BS_08B001,SE,BS,8,8B
S_SE_BS_08B002,SE,BS,8,8B
S_SE_BS_08B003,SE,BS,8,8B
S_SE_BS_08B004,SE,BS,8,8B
S_SE_BS_08B005,SE,BS,8,8B
S_SE_BS_08B006,SE,BS,8,8B
S_SE_BS_08B007,SE,BS,8,8B
S_SE_BS_08B008,SE,BS,8,8B
S_SE_BS_08B009,SE,BS,8,8B
S_SE_BS_08B010,SE,BS,8,8B
S_SE_BS_08B011,SE,BS,8,8B
S_SE_BS_08B012,SE,BS,8,8B
S_SE_BS_08B013,SE,BS,8,8B
S_SE_BS_08B014,SE,BS,8,8B
S_SE_BS_08B015,SE,BS,8,8B
S_SE_BS_08B016,SE,BS,8,8B
S_SE_BS_08B017,SE,BS,8,8B
S_SE_BS_08B018,SE,BS,8,8B
S_SE_BS_08B019,SE,BS,8,8B
S_SE_BS_08B020,SE,BS,8,8B
S_SE_BS_08B021,SE,BS,8,8B
S_SE_BS_08B022,SE,BS,8,8B
S_SE_BS_08B023,SE,BS,8,8B
S_SE_BS_08B024,SE,BS,8,8B
S_SE_BS_08B025,SE,BS,8,8B
S_SE_BS_08B026,SE,BS,8,8B
S_SE_BS_08B027,SE,BS,8,8B
S_SE_BS_08B028,SE,BS,8,8B
S_SE_BS_08B029,SE,BS,8,8B
S_SE_BS_08B030,SE,BS,8,8B
S_SE_BS_08B031,SE,BS,8,8B
S_SE_BS_08B032,SE,BS,8,8B
S_SE_BS_08B033,SE,BS,8,8B
S_SE_BS_08B034,SE,BS,8,8B
S_SE_BS_08B035,SE,BS,8,8B
S_SE_BS_08B036,SE,BS,8,8B
S_SE_BS_08B037,SE,BS,8,8B
S_SE_BS_08B038,SE,BS,8,8B
S_SE_BS_08B039,SE,BS,8,8B
S_SE_BS_08B040,SE,BS,8,8B
S_SE_BS_08B041,SE,BS,8,8B
S_SE_BS_08B042,SE,BS,8,8B
S_SE_BS_08B043,SE,BS,8,8B
S_SE_BS_08C001,SE,BS,8,8C
S_SE_BS_08C002,SE,BS,8,8C
S_SE_BS_08C003,SE,BS,8,8C
S_SE_BS_08C004,SE,BS,8,8C
S_SE_BS_08C005,SE,BS,8,8C
S_SE_BS_08C006,SE,BS,8,8C
S_SE_BS_08C007,SE,BS,8,8C
S_SE_BS_08C008,SE,BS,8,8C
S_SE_BS_08C009,SE,BS,8,8C
S_SE_BS_08C010,SE,BS,8,8C
S_SE_BS_08C011,SE,BS,8,8C
S_SE_BS_08C012,SE,BS,8,8C
S_SE_BS_08C013,SE,BS,8,8C
S_SE_BS_08C014,SE,BS,8,8C
S_SE_BS_08C015,SE,BS,8,8C
S_SE_BS_08C016,SE,BS,8,8C
S_SE_BS_08C017,SE,BS,8,8C
S_SE_BS_08C018,SE,BS,8,8C
S_SE_BS_08C019,SE,BS,8,8C
S_SE_BS_08C020,SE,BS,8,8C
S_SE_BS_08C021,SE,BS,8,8C
S_SE_BS_08C022,SE,BS,8,8C
S_SE_BS_08C023,SE,BS,8,8C
S_SE_BS_08C024,SE,BS,8,8C
S_SE_BS_08C025,SE,BS,8,8C
S_SE_BS_08C026,SE,BS,8,8C
S_SE_BS_08C027,SE,BS,8,8C
S_SE_BS_08C028,SE,BS,8,8C
S_SE_BS_08C029,SE,BS,8,8C
S_SE_BS_08C030,SE,BS,8,8C
S_SE_BS_08C031,SE,BS,8,8C
S_SE_BS_08C032,SE,BS,8,8C
S_SE_BS_08C033,SE,BS,8,8C
S_SE_BS_08C034,SE,BS,8,8C
S_SE_BS_08C035,SE,BS,8,8C
S_SE_BS_08C036,SE,BS,8,8C
S_SE_BS_08C037,SE,BS,8,8C
S_EE_BS_01A001,EE,BS,1,1A
S_EE_BS_01A002,EE,BS,1,1A
S_EE_BS_01A003,EE,BS,1,1A
S_EE_BS_01A004,EE,BS,1,1A
S_EE_BS_01A005,EE,BS,1,1A
S_EE_BS_01A006,EE,BS,1,1A
S_EE_BS_01A007,EE,BS,1,1A
S_EE_BS_01A008,EE,BS,1,1A
S_EE_BS_01A009,EE,BS,1,1A
S_EE_BS_01A010,EE,BS,1,1A
S_EE_BS_01A011,EE,BS,1,1A
S_EE_BS_01A012,EE,BS,1,1A
S_EE_BS_01A013,EE,BS,1,1A
S_EE_BS_01A014,EE,BS,1,1A
S_EE_BS_01A015,EE,BS,1,1A
S_EE_BS_01A016,EE,BS,1,1A
S_EE_BS_01A017,EE,BS,1,1A
S_EE_BS_01A018,EE,BS,1,1A
S_EE_BS_01A019,EE,BS,1,1A
S_EE_BS_01A020,EE,BS,1,1A
S_EE_BS_01A021,EE,BS,1,1A
S_EE_BS_01A022,EE,BS,1,1A
S_EE_BS_01A023,EE,BS,1,1A
S_EE_BS_01A024,EE,BS,1,1A
S_EE_BS_01A025,EE,BS,1,1A
S_EE_BS_01A026,EE,BS,1,1A
S_EE_BS_01A027,EE,BS,1,1A
S_EE_BS_01A028,EE,BS,1,1A
S_EE_BS_01A029,EE,BS,1,1A
S_EE_BS_01A030,EE,BS,1,1A
S_EE_BS_01A031,EE,BS,1,1A
S_EE_BS_01A032,EE,BS,1,1A
S_EE_BS_01A033,EE,BS,1,1A
S_EE_BS_01A034,EE,BS,1,1A
S_EE_BS_01A035,EE,BS,1,1A
S_EE_BS_01A036,EE,BS,1,1A
S_EE_BS_01A037,EE,BS,1,1A
S_EE_BS_01A038,EE,BS,1,1A
S_EE_BS_01A039,EE,BS,1,1A
S_EE_BS_01A040,EE,BS,1,1A
S_EE_BS_01A041,EE,BS,1,1A
S_EE_BS_01A042,EE,BS,1,1A
S_EE_BS_01A043,EE,BS,1,1A
S_EE_BS_01B001,EE,BS,1,1B
S_EE_BS_01B002,EE,BS,1,1B
S_EE_BS_01B003,EE,BS,1,1B
S_EE_BS_01B004,EE,BS,1,1B
S_EE_BS_01B005,EE,BS,1,1B
S_EE_BS_01B006,EE,BS,1,1B
S_EE_BS_01B007,EE,BS,1,1B
S_EE_BS_01B008,EE,BS,1,1B
S_EE_BS_01B009,EE,BS,1,1B
S_EE_BS_01B010,EE,BS,1,1B
S_EE_BS_01B011,EE,BS,1,1B
S_EE_BS_01B012,EE,BS,1,1B
S_EE_BS_01B013,EE,BS,1,1B
S_EE_BS_01B014,EE,BS,1,1B
S_EE_BS_01B015,EE,BS,1,1B
S_EE_BS_01B016,EE,BS,1,1B
S_EE_BS_01B017,EE,BS,1,1B
S_EE_BS_01B018,EE,BS,1,1B
S_EE_BS_01B019,EE,BS,1,1B
S_EE_BS_01B020,EE,BS,1,1B
S_EE_BS_01B021,EE,BS,1,1B
S_EE_BS_01B022,EE,BS,1,1B
S_EE_BS_01B023,EE,BS,1,1B
S_EE_BS_01B024,EE,BS,1,1B
S_EE_BS_01B025,EE,BS,1,1B
S_EE_BS_01B026,EE,BS,1,1B
S_EE_BS_01B027,EE,BS,1,1B
S_EE_BS_01B028,EE,BS,1,1B
S_EE_BS_01B029,EE,BS,1,1B
S_EE_BS_01B030,EE,BS,1,1B
S_EE_BS_01B031,EE,BS,1,1B
S_EE_BS_01B032,EE,BS,1,1B
S_EE_BS_01B033,EE,BS,1,1B
S_EE_BS_01B034,EE,BS,1,1B
S_EE_BS_01B035,EE,BS,1,1B
S_EE_BS_01B036,EE,BS,1,1B
S_EE_BS_01B037,EE,BS,1,1B
S_EE_BS_01B038,EE,BS,1,1B
S_EE_BS_01B039,EE,BS,1,1B
S_EE_BS_01B040,EE,BS,1,1B
S_EE_BS_01B041,EE,BS,1,1B
S_EE_BS_01B042,EE,BS,1,1B
S_EE_BS_01B043,EE,BS,1,1B
S_EE_BS_01B044,EE,BS,1,1B
S_EE_BS_01B045,EE,BS,1,1B
S_EE_BS_01B046,EE,BS,1,1B
S_EE_BS_01C001,EE,BS,1,1C
S_EE_BS_01C002,EE,BS,1,1C
S_EE_BS_01C003,EE,BS,1,1C
S_EE_BS_01C004,EE,BS,1,1C
S_EE_BS_01C005,EE,BS,1,1C
S_EE_BS_01C006,EE,BS,1,1C
S_EE_BS_01C007,EE,BS,1,1C
S_EE_BS_01C008,EE,BS,1,1C
S_EE_BS_01C009,EE,BS,1,1C
S_EE_BS_01C010,EE,BS,1,1C
S_EE_BS_01C011,EE,BS,1,1C
S_EE_BS_01C012,EE,BS,1,1C
S_EE_BS_01C013,EE,BS,1,1C
S_EE_BS_01C014,EE,BS,1,1C
S_EE_BS_01C015,EE,BS,1,1C
S_EE_BS_01C016,EE,BS,1,1C
S_EE_BS_01C017,EE,BS,1,1C
S_EE_BS_01C018,EE,BS,1,1C
S_EE_BS_01C019,EE,BS,1,1C
S_EE_BS_01C020,EE,BS,1,1C
S_EE_BS_01C021,EE,BS,1,1C
S_EE_BS_01C022,EE,BS,1,1C
S_EE_BS_01C023,EE,BS,1,1C
S_EE_BS_01C024,EE,BS,1,1C
S_EE_BS_01C025,EE,BS,1,1C
S_EE_BS_01C026,EE,BS,1,1C
S_EE_BS_01C027,EE,BS,1,1C
S_EE_BS_01C028,EE,BS,1,1C
S_EE_BS_01C029,EE,BS,1,1C
S_EE_BS_01C030,EE,BS,1,1C
S_EE_BS_01C031,EE,BS,1,1C
S_EE_BS_01C032,EE,BS,1,1C
S_EE_BS_01C033,EE,BS,1,1C
S_EE_BS_01C034,EE,BS,1,1C
S_EE_BS_01C035,EE,BS,1,1C
S_EE_BS_01C036,EE,BS,1,1C
S_EE_BS_01C037,EE,BS,1,1C
S_EE_BS_01C038,EE,BS,1,1C
S_EE_BS_01C039,EE,BS,1,1C
S_EE_BS_01C040,EE,BS,1,1C
S_EE_BS_01C041,EE,BS,1,1C
S_EE_BS_01C042,EE,BS,1,1C
S_EE_BS_01C043,EE,BS,1,1C
S_EE_BS_01C044,EE,BS,1,1C
S_EE_BS_01C045,EE,BS,1,1C
S_EE_BS_01C046,EE,BS,1,1C
S_EE_BS_01C047,EE,BS,1,1C
S_EE_BS_02A001,EE,BS,2,2A
S_EE_BS_02A002,EE,BS,2,2A
S_EE_BS_02A003,EE,BS,2,2A
S_EE_BS_02A004,EE,BS,2,2A
S_EE_BS_02A005,EE,BS,2,2A
S_EE_BS_02A006,EE,BS,2,2A
S_EE_BS_02A007,EE,BS,2,2A
S_EE_BS_02A008,EE,BS,2,2A
S_EE_BS_02A009,EE,BS,2,2A
S_EE_BS_02A010,EE,BS,2,2A
S_EE_BS_02A011,EE,BS,2,2A
S_EE_BS_02A012,EE,BS,2,2A
S_EE_BS_02A013,EE,BS,2,2A
S_EE_BS_02A014,EE,BS,2,2A
S_EE_BS_02A015,EE,BS,2,2A
S_EE_BS_02A016,EE,BS,2,2A
S_EE_BS_02A017,EE,BS,2,2A
S_EE_BS_02A018,EE,BS,2,2A
S_EE_BS_02A019,EE,BS,2,2A
S_EE_BS_02A020,EE,BS,2,2A
S_EE_BS_02A021,EE,BS,2,2A
S_EE_BS_02A022,EE,BS,2,2A
S_EE_BS_02A023,EE,BS,2,2A
S_EE_BS_02A024,EE,BS,2,2A
S_EE_BS_02A025,EE,BS,2,2A
S_EE_BS_02A026,EE,BS,2,2A
S_EE_BS_02A027,EE,BS,2,2A
S_EE_BS_02A028,EE,BS,2,2A
S_EE_BS_02A029,EE,BS,2,2A
S_EE_BS_02A030,EE,BS,2,2A
S_EE_BS_02A031,EE,BS,2,2A
S_EE_BS_02A032,EE,BS,2,2A
S_EE_BS_02A033,EE,BS,2,2A
S_EE_BS_02A034,EE,BS,2,2A
S_EE_BS_02A035,EE,BS,2,2A
S_EE_BS_02A036,EE,BS,2,2A
S_EE_BS_02A037,EE,BS,2,2A
S_EE_BS_02A038,EE,BS,2,2A
S_EE_BS_02A039,EE,BS,2,2A
S_EE_BS_02A040,EE,BS,2,2A
S_EE_BS_02A041,EE,BS,2,2A
S_EE_BS_02A042,EE,BS,2,2A
S_EE_BS_02A043,EE,BS,2,2A
S_EE_BS_02A044,EE,BS,2,2A
S_EE_BS_02A045,EE,BS,2,2A
S_EE_BS_02B001,EE,BS,2,2B
S_EE_BS_02B002,EE,BS,2,2B
S_EE_BS_02B003,EE,BS,2,2B
S_EE_BS_02B004,EE,BS,2,2B
S_EE_BS_02B005,EE,BS,2,2B
S_EE_BS_02B006,EE,BS,2,2B
S_EE_BS_02B007,EE,BS,2,2B
S_EE_BS_02B008,EE,BS,2,2B
S_EE_BS_02B009,EE,BS,2,2B
S_EE_BS_02B010,EE,BS,2,2B
S_EE_BS_02B011,EE,BS,2,2B
S_EE_BS_02B012,EE,BS,2,2B
S_EE_BS_02B013,EE,BS,2,2B
S_EE_BS_02B014,EE,BS,2,2B
S_EE_BS_02B015,EE,BS,2,2B
S_EE_BS_02B016,EE,BS,2,2B
S_EE_BS_02B017,EE,BS,2,2B
S_EE_BS_02B018,EE,BS,2,2B
S_EE_BS_02B019,EE,BS,2,2B
S_EE_BS_02B020,EE,BS,2,2B
S_EE_BS_02B021,EE,BS,2,2B
S_EE_BS_02B022,EE,BS,2,2B
S_EE_BS_02B023,EE,BS,2,2B
S_EE_BS_02B024,EE,BS,2,2B
S_EE_BS_02B025,EE,BS,2,2B
S_EE_BS_02B026,EE,BS,2,2B
S_EE_BS_02B027,EE,BS,2,2B
S_EE_BS_02B028,EE,BS,2,2B
S_EE_BS_02B029,EE,BS,2,2B
S_EE_BS_02B030,EE,BS,2,2B
S_EE_BS_02B031,EE,BS,2,2B
S_EE_BS_02B032,EE,BS,2,2B
S_EE_BS_02B033,EE,BS,2,2B
S_EE_BS_02B034,EE,BS,2,2B
S_EE_BS_02B035,EE,BS,2,2B
S_EE_BS_02C001,EE,BS,2,2C
S_EE_BS_02C002,EE,BS,2,2C
S_EE_BS_02C003,EE,BS,2,2C
S_EE_BS_02C004,EE,BS,2,2C
S_EE_BS_02C005,EE,BS,2,2C
S_EE_BS_02C006,EE,BS,2,2C
S_EE_BS_02C007,EE,BS,2,2C
S_EE_BS_02C008,EE,BS,2,2C
S_EE_BS_02C009,EE,BS,2,2C
S_EE_BS_02C010,EE,BS,2,2C
S_EE_BS_02C011,EE,BS,2,2C
S_EE_BS_02C012,EE,BS,2,2C
S_EE_BS_02C013,EE,BS,2,2C
S_EE_BS_02C014,EE,BS,2,2C
S_EE_BS_02C015,EE,BS,2,2C
S_EE_BS_02C016,EE,BS,2,2C
S_EE_BS_02C017,EE,BS,2,2C
S_EE_BS_02C018,EE,BS,2,2C
S_EE_BS_02C019,EE,BS,2,2C
S_EE_BS_02C020,EE,BS,2,2C
S_EE_BS_02C021,EE,BS,2,2C
S_EE_BS_02C022,EE,BS,2,2C
S_EE_BS_02C023,EE,BS,2,2C
S_EE_BS_02C024,EE,BS,2,2C
S_EE_BS_02C025,EE,BS,2,2C
S_EE_BS_02C026,EE,BS,2,2C
S_EE_BS_02C027,EE,BS,2,2C
S_EE_BS_02C028,EE,BS,2,2C
S_EE_BS_02C029,EE,BS,2,2C
S_EE_BS_02C030,EE,BS,2,2C
S_EE_BS_02C031,EE,BS,2,2C
S_EE_BS_02C032,EE,BS,2,2C
S_EE_BS_02C033,EE,BS,2,2C
S_EE_BS_02C034,EE,BS,2,2C
S_EE_BS_02C035,EE,BS,2,2C
S_EE_BS_02C036,EE,BS,2,2C
S_EE_BS_02C037,EE,BS,2,2C
S_EE_BS_02C038,EE,BS,2,2C
S_EE_BS_03A001,EE,BS,3,3A
S_EE_BS_03A002,EE,BS,3,3A
S_EE_BS_03A003,EE,BS,3,3A
S_EE_BS_03A004,EE,BS,3,3A
S_EE_BS_03A005,EE,BS,3,3A
S_EE_BS_03A006,EE,BS,3,3A
S_EE_BS_03A007,EE,BS,3,3A
S_EE_BS_03A008,EE,BS,3,3A
S_EE_BS_03A009,EE,BS,3,3A
S_EE_BS_03A010,EE,BS,3,3A
S_EE_BS_03A011,EE,BS,3,3A
S_EE_BS_03A012,EE,BS,3,3A
S_EE_BS_03A013,EE,BS,3,3A
S_EE_BS_03A014,EE,BS,3,3A
S_EE_BS_03A015,EE,BS,3,3A
S_EE_BS_03A016,EE,BS,3,3A
S_EE_BS_03A017,EE,BS,3,3A
S_EE_BS_03A018,EE,BS,3,3A
S_EE_BS_03A019,EE,BS,3,3A
S_EE_BS_03A020,EE,BS,3,3A
S_EE_BS_03A021,EE,BS,3,3A
S_EE_BS_03A022,EE,BS,3,3A
S_EE_BS_03A023,EE,BS,3,3A
S_EE_BS_03A024,EE,BS,3,3A
S_EE_BS_03A025,EE,BS,3,3A
S_EE_BS_03A026,EE,BS,3,3A
S_EE_BS_03A027,EE,BS,3,3A
S_EE_BS_03A028,EE,BS,3,3A
S_EE_BS_03A029,EE,BS,3,3A
S_EE_BS_03A030,EE,BS,3,3A
S_EE_BS_03A031,EE,BS,3,3A
S_EE_BS_03A032,EE,BS,3,3A
S_EE_BS_03A033,EE,BS,3,3A
S_EE_BS_03A034,EE,BS,3,3A
S_EE_BS_03A035,EE,BS,3,3A
S_EE_BS_03A036,EE,BS,3,3A
S_EE_BS_03A037,EE,BS,3,3A
S_EE_BS_03A038,EE,BS,3,3A
S_EE_BS_03A039,EE,BS,3,3A
S_EE_BS_03A040,EE,BS,3,3A
S_EE_BS_03A041,EE,BS,3,3A
S_EE_BS_03A042,EE,BS,3,3A
S_EE_BS_03A043,EE,BS,3,3A
S_EE_BS_03B001,EE,BS,3,3B
S_EE_BS_03B002,EE,BS,3,3B
S_EE_BS_03B003,EE,BS,3,3B
S_EE_BS_03B004,EE,BS,3,3B
S_EE_BS_03B005,EE,BS,3,3B
S_EE_BS_03B006,EE,BS,3,3B
S_EE_BS_03B007,EE,BS,3,3B
S_EE_BS_03B008,EE,BS,3,3B
S_EE_BS_03B009,EE,BS,3,3B
S_EE_BS_03B010,EE,BS,3,3B
S_EE_BS_03B011,EE,BS,3,3B
S_EE_BS_03B012,EE,BS,3,3B
S_EE_BS_03B013,EE,BS,3,3B
S_EE_BS_03B014,EE,BS,3,3B
S_EE_BS_03B015,EE,BS,3,3B
S_EE_BS_03B016,EE,BS,3,3B
S_EE_BS_03B017,EE,BS,3,3B
S_EE_BS_03B018,EE,BS,3,3B
S_EE_BS_03B019,EE,BS,3,3B
S_EE_BS_03B020,EE,BS,3,3B
S_EE_BS_03B021,EE,BS,3,3B
S_EE_BS_03B022,EE,BS,3,3B
S_EE_BS_03B023,EE,BS,3,3B
S_EE_BS_03B024,EE,BS,3,3B
S_EE_BS_03B025,EE,BS,3,3B
S_EE_BS_03B026,EE,BS,3,3B
S_EE_BS_03B027,EE,BS,3,3B
S_EE_BS_03B028,EE,BS,3,3B
S_EE_BS_03B029,EE,BS,3,3B
S_EE_BS_03B030,EE,BS,3,3B
S_EE_BS_03B031,EE,BS,3,3B
S_EE_BS_03B032,EE,BS,3,3B
S_EE_BS_03B033,EE,BS,3,3B
S_EE_BS_03B034,EE,BS,3,3B
S_EE_BS_03B035,EE,BS,3,3B
S_EE_BS_03B036,EE,BS,3,3B
S_EE_BS_03B037,EE,BS,3,3B
S_EE_BS_03B038,EE,BS,3,3B
S_EE_BS_03B039,EE,BS,3,3B
S_EE_BS_03B040,EE,BS,3,3B
S_EE_BS_03C001,EE,BS,3,3C
S_EE_BS_03C002,EE,BS,3,3C
S_EE_BS_03C003,EE,BS,3,3C
S_EE_BS_03C004,EE,BS,3,3C
S_EE_BS_03C005,EE,BS,3,3C
S_EE_BS_03C006,EE,BS,3,3C
S_EE_BS_03C007,EE,BS,3,3C
S_EE_BS_03C008,EE,BS,3,3C
S_EE_BS_03C009,EE,BS,3,3C
S_EE_BS_03C010,EE,BS,3,3C
S_EE_BS_03C011,EE,BS,3,3C
S_EE_BS_03C012,EE,BS,3,3C
S_EE_BS_03C013,EE,BS,3,3C
S_EE_BS_03C014,EE,BS,3,3C
S_EE_BS_03C015,EE,BS,3,3C
S_EE_BS_03C016,EE,BS,3,3C
S_EE_BS_03C017,EE,BS,3,3C
S_EE_BS_03C018,EE,BS,3,3C
S_EE_BS_03C019,EE,BS,3,3C
S_EE_BS_03C020,EE,BS,3,3C
S_EE_BS_03C021,EE,BS,3,3C
S_EE_BS_03C022,EE,BS,3,3C
S_EE_BS_03C023,EE,BS,3,3C
S_EE_BS_03C024,EE,BS,3,3C
S_EE_BS_03C025,EE,BS,3,3C
S_EE_BS_03C026,EE,BS,3,3C
S_EE_BS_03C027,EE,BS,3,3C
S_EE_BS_03C028,EE,BS,3,3C
S_EE_BS_03C029,EE,BS,3,3C
S_EE_BS_03C030,EE,BS,3,3C
S_EE_BS_03C031,EE,BS,3,3C
S_EE_BS_03C032,EE,BS,3,3C
S_EE_BS_03C033,EE,BS,3,3C
S_EE_BS_03C034,EE,BS,3,3C
S_EE_BS_03C035,EE,BS,3,3C
S_EE_BS_03C036,EE,BS,3,3C
S_EE_BS_03C037,EE,BS,3,3C
S_EE_BS_03C038,EE,BS,3,3C
S_EE_BS_03C039,EE,BS,3,3C
S_EE_BS_03C040,EE,BS,3,3C
S_EE_BS_03C041,EE,BS,3,3C
S_EE_BS_03C042,EE,BS,3,3C
S_EE_BS_03C043,EE,BS,3,3C
S_EE_BS_04A001,EE,BS,4,4A
S_EE_BS_04A002,EE,BS,4,4A
S_EE_BS_04A003,EE,BS,4,4A
S_EE_BS_04A004,EE,BS,4,4A
S_EE_BS_04A005,EE,BS,4,4A
S_EE_BS_04A006,EE,BS,4,4A
S_EE_BS_04A007,EE,BS,4,4A
S_EE_BS_04A008,EE,BS,4,4A
S_EE_BS_04A009,EE,BS,4,4A
S_EE_BS_04A010,EE,BS,4,4A
S_EE_BS_04A011,EE,BS,4,4A
S_EE_BS_04A012,EE,BS,4,4A
S_EE_BS_04A013,EE,BS,4,4A
S_EE_BS_04A014,EE,BS,4,4A
S_EE_BS_04A015,EE,BS,4,4A
S_EE_BS_04A016,EE,BS,4,4A
S_EE_BS_04A017,EE,BS,4,4A
S_EE_BS_04A018,EE,BS,4,4A
S_EE_BS_04A019,EE,BS,4,4A
S_EE_BS_04A020,EE,BS,4,4A
S_EE_BS_04A021,EE,BS,4,4A
S_EE_BS_04A022,EE,BS,4,4A
S_EE_BS_04A023,EE,BS,4,4A
S_EE_BS_04A024,EE,BS,4,4A
S_EE_BS_04A025,EE,BS,4,4A
S_EE_BS_04A026,EE,BS,4,4A
S_EE_BS_04A027,EE,BS,4,4A
S_EE_BS_04A028,EE,BS,4,4A
S_EE_BS_04A029,EE,BS,4,4A
S_EE_BS_04A030,EE,BS,4,4A
S_EE_BS_04A031,EE,BS,4,4A
S_EE_BS_04A032,EE,BS,4,4A
S_EE_BS_04A033,EE,BS,4,4A
S_EE_BS_04A034,EE,BS,4,4A
S_EE_BS_04A035,EE,BS,4,4A
S_EE_BS_04A036,EE,BS,4,4A
S_EE_BS_04B001,EE,BS,4,4B
S_EE_BS_04B002,EE,BS,4,4B
S_EE_BS_04B003,EE,BS,4,4B
S_EE_BS_04B004,EE,BS,4,4B
S_EE_BS_04B005,EE,BS,4,4B
S_EE_BS_04B006,EE,BS,4,4B
S_EE_BS_04B007,EE,BS,4,4B
S_EE_BS_04B008,EE,BS,4,4B
